ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
068000000025,haladaja,,,Arkwright Road,,Arkwright Rd,,Arkwright Rd,,,,,,,,E,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,353817,383303,-2.69515,53.34459,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000022,haladagp,,,Brindley Road,,Brindley Rd,,Brindley Rd,,,,,,,,W,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,353593,383195,-2.6985,53.3436,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000023,haladagt,,,Brindley Road,,Brindley Rd,,Brindley Rd,,,,,,,,E,E0037806,Astmoor,Runcorn,,Runcorn,EN,Astmoor,EN,false,UKOS,353586,383213,-2.6986,53.34377,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000073,haladgdw,,,Parkgate Way,,Parkgate Way,,Parkgate Way,,,,,,,,S,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355481,381058,-2.66984,53.32456,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000074,haladgja,,,Parkgate Way,,Parkgate Way,,Parkgate Way,,,,,,,,NE,N0065333,Murdishaw,Runcorn,,Runcorn,EN,Murdishaw,EN,false,UKOS,355442,381147,-2.67044,53.32536,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000071,haladgdp,,,Runcorn East,,Runcorn East,,Runcorn East,,,,,,,,SW,E0037821,Eanley Wood,Norton,,Runcorn,EN,Eanley Wood,EN,false,UKOS,355688,381406,-2.66678,53.3277,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-11-25T12:12:44,0,new,active
068000000072,haladgdt,,,Runcorn East,,Runcorn East,,Runcorn East,,,,,,,,NE,E0037821,Eanley Wood,Norton,,Runcorn,EN,Eanley Wood,EN,false,UKOS,355668,381424,-2.66708,53.32786,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000057,haladawm,,,Castlefields Ctr.,,Castlefields,,Castlefields Ctr.,,,,,,,,E,N0065327,Halton Village,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,354078,382632,-2.69113,53.33859,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-13T16:35:04,21,new,active
068000000058,haladawp,,,Castlefields Ctr.,,Castlefields,,Castlefields Ctr.,,,,,,,,W,N0065327,Halton Village,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,354078,382629,-2.69113,53.33856,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-13T16:34:11,37,new,active
068000000059,haladawt,,,The Park,,The Park,,The Park,,,,,,,,SE,N0065327,Halton Village,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,354250,382149,-2.68848,53.33426,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000060,haladgad,,,The Park,,The Park,,The Park,,,,,,,,NW,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,354285,382115,-2.68795,53.33396,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000061,haladgag,,,Norton Priory,,Norton Priory,,Norton Priory,,,,,,,,NE,E0037835,Norton,Runcorn,,Runcorn,EN,Norton,EN,false,UKOS,354842,382316,-2.67961,53.33581,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000062,haladgaj,,,Norton Priory,,Norton Priory,,Norton Priory,,,,,,,,SW,E0037835,Norton,Runcorn,,Runcorn,EN,Norton,EN,false,UKOS,354723,382244,-2.68139,53.33515,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000053,haladawa,,,The Brow,,The Brow,,The Brow,,,,,,,,NE,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353415,382190,-2.70102,53.33456,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000054,haladawd,,,The Brow,,The Brow,,The Brow,,,,,,,,S,N0065327,Halton Village,Runcorn,,Runcorn,EN,Halton Village,EN,false,UKOS,353422,382190,-2.70092,53.33456,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000055,haladawg,,,Rolands Walk,,Rolands Walk,,Rolands Walk,,,,,,,,NE,N0065327,Halton Village,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,353589,382510,-2.69846,53.33745,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000056,haladawj,,,Rolands Walk,,Rolands Walk,,Rolands Walk,,Busway (Castlefields),,,,,,SW,N0065327,Halton Village,Runcorn,,Runcorn,EN,Castlefields,EN,false,UKOS,353596,382496,-2.69835,53.33732,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000069,haladgdj,,,Norton Village,,Norton Village,,Norton Village,,,,,,,,SE,E0037821,Eanley Wood,Norton,,Runcorn,EN,Eanley Wood,EN,false,UKOS,355488,381765,-2.66983,53.33091,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-02-06T14:12:56,0,new,active
068000000070,haladgdm,,,Norton Village,,Norton Village,,Norton Village,,,,,,,,N,E0037821,Eanley Wood,Norton,,Runcorn,EN,Eanley Wood,EN,false,UKOS,355474,381757,-2.67004,53.33084,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-02-06T14:13:03,0,new,active
068000000067,haladgda,,,Gooseberry Lane,,Gooseberry Lane,,Gooseberry Lane,,,,,,,,S,E0037835,Norton,Runcorn,,Runcorn,EN,Norton,EN,false,UKOS,355542,382160,-2.66908,53.33447,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-13T16:21:42,36,new,active
068000000063,haladgam,,,Southwood Avenue,,Southwood Ave,,Southwood Ave,,,,,,,,NE,N0065324,Windmill Hill,Norton,,Runcorn,EN,Windmill Hill,EN,false,UKOS,355077,382579,-2.67612,53.3382,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000064,haladgap,,,Southwood Avenue,,Southwood Ave,,Southwood Ave,,,,,,,,SW,N0065324,Windmill Hill,Norton,,Runcorn,EN,Windmill Hill,EN,false,UKOS,355069,382562,-2.67624,53.33804,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000065,haladgat,,,Windmill Hill,,Windmill Hill,,Windmill Hill,,,,,,,,E,N0065324,Windmill Hill,Norton,,Runcorn,EN,Windmill Hill,EN,false,UKOS,355515,382725,-2.66956,53.33955,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-11-25T12:10:21,37,new,active
068000000066,haladgaw,,,Windmill Hill,,Windmill Hill,,Windmill Hill,,,,,,,,W,N0065324,Windmill Hill,Norton,,Runcorn,EN,Windmill Hill,EN,false,UKOS,355514,382720,-2.66958,53.3395,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-11-25T12:10:26,37,new,active
068000000343,haladtgd,,,Belmont Road,,Belmont Rd,,Belmont Rd,,Moorfield Road,,,,,,N,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352924,386832,-2.70909,53.37623,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000344,haladtgj,,,Belmont Road,,Belmont Rd,,Belmont Rd,,Moorfield Road,,,,,,S,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352931,386873,-2.70899,53.3766,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000345,haladtgm,,,Chorleys Lane,,Chorleys Lane,,Chorleys Lane,,Bishops Way,,,,,,E,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352846,387115,-2.7103,53.37877,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000346,haladtgp,,,Bancroft Road,,Bancroft Rd,,Bancroft Rd,,Bancroft Road,,,,,,E,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352707,387092,-2.71239,53.37855,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000347,haladtgt,,,Bancroft Road,,Bancroft Rd,,Bancroft Rd,,Bishops Way,,,,,,W,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352728,387123,-2.71208,53.37883,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000331,haladtdp,,,Wilmere House,,Wilmere House,,Wilmere House,,Wilmere Lane,,,,,,NE,E0037851,Upton Rocks,Widnes,,Widnes,EN,Upton Rocks,EN,false,UKOS,351221,389443,-2.73509,53.39955,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000332,haladtdt,,,Wilmere House,,Wilmere House,,Wilmere House,,Wilmere Lane,,,,,,SW,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,351242,389465,-2.73477,53.39975,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000341,haladtdw,,,Crow Wood,,Crow Wood,,Crow Wood,,Moorfield Road,,,,,,N,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352905,386600,-2.70934,53.37415,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000342,haladtga,,,Crow Wood,,Crow Wood,,Crow Wood,,Moorfield Road,,,,,,S,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352901,386551,-2.70939,53.37371,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000348,haladtgw,,,Barnes Road,,Barnes Rd,,Barnes Rd,,Barnes Road,,,,,,S,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352685,386919,-2.71269,53.37699,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000349,haladtja,,,Barnes Road,,Barnes Rd,,Barnes Rd,,Bancroft Road,,,,,,N,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352684,386944,-2.71271,53.37722,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000353,haladtjp,,,Eight Towers,,Eight Towers,,Eight Towers,,Weates Close,,,,,,W,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,353133,386762,-2.70593,53.37562,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000354,haladtjt,,,Eight Towers,,Eight Towers,,Eight Towers,,Weates Close,,,,,,E,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,353122,386748,-2.7061,53.3755,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000355,haladtjw,,,Barneston Road,,Barneston Rd,,Barneston Rd,,Weates Close,,,,,,NE,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,353499,387114,-2.70049,53.37882,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000356,haladtma,,,Barneston Road,,Barneston Rd,,Barneston Rd,,Weates Close,,,,,,NE,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,353461,387068,-2.70105,53.3784,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000357,haladtmd,,,Snowberry Close,,Snowberry Cl,,Snowberry Cl,,Weates Close,,,,,,NW,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,353463,387382,-2.70107,53.38122,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000358,haladtmg,,,Snowberry Close,,Snowberry Cl,,Snowberry Cl,,Weates Close,,,,,,SE,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,353411,387464,-2.70186,53.38196,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000350,haladtjd,,,Smyth Road,,Smyth Rd,,Smyth Rd,,Bancroft Road,,,,,,N,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352658,386701,-2.71306,53.37503,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000351,haladtjg,,,Smyth Road,,Smyth Rd,,Smyth Rd,,Smyth Road,,,,,,NE,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352693,386643,-2.71253,53.37451,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000352,haladtjm,,,Crow Wood Lane,,Crow Wood Ln,,Crow Wood Ln,,Crow Wood Lane,,,,,,NW,E0037817,Crow Wood,Widnes,,Widnes,EN,Crow Wood,EN,false,UKOS,352880,386592,-2.70971,53.37407,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000329,haladtdj,,,Valentine House,,Valntine House,,Valentine House,,Wilmere Lane,,,,,,N,E0037829,Lunts Heath,Widnes,,Widnes,EN,Lunt's Heath,EN,false,UKOS,351176,388987,-2.73569,53.39544,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000330,haladtdm,,,Valentine House,,Valntine House,,Valentine House,,Wilmere Lane,,,,,,S,E0037829,Lunts Heath,Widnes,,Widnes,EN,Lunt's Heath,EN,false,UKOS,351194,388941,-2.73542,53.39503,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000315,haladpwg,,,Glebe Garage,,Glebe Garage,,Glebe Garage,,Lunts Heath Road,,,,,,NW,E0037822,Farnworth,Widnes,,Widnes,EN,Farnworth,EN,false,UKOS,352251,388034,-2.71938,53.38698,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000316,haladpwj,,,Glebe Garage,,Glebe Garage,,Glebe Garage,,Lunts Heath Road,,,,,,SE,E0037822,Farnworth,Widnes,,Widnes,EN,Farnworth,EN,false,UKOS,352229,388074,-2.71972,53.38733,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000317,haladpwm,,,Church View,,Church View,,Church View,,Lunts Heath Road,,,,,,NW,E0037829,Lunts Heath,Widnes,,Widnes,EN,Lunt's Heath,EN,false,UKOS,351910,388273,-2.72455,53.38909,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000318,haladpwp,,,Church View,,Church View,,Church View,,Lunnts Heath Road,,,,,,SE,E0037829,Lunts Heath,Widnes,,Widnes,EN,Lunt's Heath,EN,false,UKOS,351934,388277,-2.72419,53.38913,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000319,haladpwt,,,Cranshaw Lane,,Cranshaw Lane,,Cranshaw Lane,,Lunts Heath Road,,,,,,W,E0037829,Lunts Heath,Widnes,,Widnes,EN,Lunt's Heath,EN,false,UKOS,351634,388394,-2.72871,53.39016,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000320,haladtad,,,Cranshaw Lane,,Cranshaw Lane,,Cranshaw Lane,,Lunts Heath Road,,,,,,SE,E0037829,Lunts Heath,Widnes,,Widnes,EN,Lunt's Heath,EN,false,UKOS,351654,388400,-2.72842,53.39021,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000310,haladptp,,,Derby Road,,Derby Rd,,Derby Rd,,Derby Road,,,,,,E,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,353098,387885,-2.70663,53.38571,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000311,haladptw,,,Barrows Green,,Barrows Green,,Barrows Green,,Derby Road,,,,,,W,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,353083,387869,-2.70685,53.38557,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000313,haladpwa,,,Everglades,,Everglades,,Everglades,,Derby Road,,,,,,W,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,352674,387910,-2.71301,53.3859,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000314,haladpwd,,,Everglades,,Everglades,,Everglades,,Derby Road,,,,,,E,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,352665,387925,-2.71314,53.38603,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000326,haladtaw,,,Pex Hill,,Pex Hill,,Pex Hill,,Cronton Lane,,,,,,SW,E0037851,Upton Rocks,Widnes,,Widnes,EN,Upton Rocks,EN,false,UKOS,350488,388353,-2.74594,53.38968,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000327,haladtda,,,Pex Hill,,Pex Hill,,Pex Hill,,Cronton Lane,,,,,,E,E0037851,Upton Rocks,Widnes,,Widnes,EN,Upton Rocks,EN,false,UKOS,350510,388375,-2.74561,53.38988,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-13T15:35:18,12,new,active
068000000321,haladtag,,,Wilmere Lane,,Wilmere Lane,,Wilmere Lane,,Lunts Heath Road,,,,,,SW,E0037829,Lunts Heath,Widnes,,Widnes,EN,Lunt's Heath,EN,false,UKOS,351230,388395,-2.73479,53.39013,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000328,haladtdg,,,Wilmere Lane,,Wilmere Lane,,Wilmere Lane,,Wilmere,,,,,,S,E0037829,Lunts Heath,Widnes,,Widnes,EN,Lunt's Heath,EN,false,UKOS,351212,388472,-2.73507,53.39082,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2024-05-10T13:14:31,13,new,active
068000000324,haladtap,,,Hillcrest,,Hillcrest,,Hillcrest,,Cronton Lane,,,,,,W,E0037851,Upton Rocks,Widnes,,Widnes,EN,Upton Rocks,EN,false,UKOS,350673,388362,-2.74316,53.38978,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2021-08-24T10:25:41,7,new,active
068000000325,haladtat,,,Hillcrest,,Hillcrest,,Hillcrest,,Cronton Lane,,,,,,E,E0037851,Upton Rocks,Widnes,,Widnes,EN,Upton Rocks,EN,false,UKOS,350702,388380,-2.74273,53.38994,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2018-08-22T08:34:11,4,new,active
068000000304,haladptd,,,The Globe,,The Globe,,The Globe,,Birchfield Road,,,,,,S,E0037829,Lunts Heath,Widnes,,Widnes,EN,Lunt's Heath,EN,false,UKOS,351056,388240,-2.73738,53.38872,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000322,haladtaj,,,The Globe,,The Globe,,The Globe,,Lunts Heath Road,,,,,,SW,E0037829,Lunts Heath,Widnes,,Widnes,EN,Lunt's Heath,EN,false,UKOS,351105,388364,-2.73666,53.38984,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000305,haladptg,,,The Globe,,The Globe,,The Globe,,,,,,,,NW,E0037851,Upton Rocks,Widnes,,Widnes,EN,Upton Rocks,EN,false,UKOS,351004,388331,-2.73818,53.38953,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000323,haladtam,,,Birchfield Gardens,,The Globe,,The Globe,,Lunts Heath Road,,,,,,NE,E0037851,Upton Rocks,Widnes,,Widnes,EN,Upton Rocks,EN,false,UKOS,351091,388375,-2.73688,53.38994,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,2021-01-05T11:59:24,21,new,active
068000000391,haladwda,,,Moss Bank Road,,Moss Bank Rd,,Moss Bank Rd,,Moss Bank Road,,,,,,NE,E0037832,Moss Bank,Widnes,,Widnes,EN,Moss Bank,EN,false,UKOS,352695,385332,-2.7123,53.36273,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000392,haladwdg,,,Moss Bank Road,,Moss Bank Rd,,Moss Bank Rd,,Moss Bank Road,,,,,,SW,E0037832,Moss Bank,Widnes,,Widnes,EN,Moss Bank,EN,false,UKOS,352666,385316,-2.71274,53.36259,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000393,haladwdj,,,Suttons,,Suttons,,Suttons,,Gorseyn Lane,,,,,,N,E0037832,Moss Bank,Widnes,,Widnes,EN,Moss Bank,EN,false,UKOS,353064,385601,-2.7068,53.36518,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000394,haladwdm,,,Suttons,,Suttons,,Suttons,,Gorsey Lane,,,,,,S,E0037832,Moss Bank,Widnes,,Widnes,EN,Moss Bank,EN,false,UKOS,353075,385601,-2.70663,53.36518,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000390,haladwaw,,,Tanhouse Lane,,Tanhouse Lane,,Tanhouse Lane,,Tanhouse Lane,,,,,,NW,E0037828,Lugsdale,Widnes,,Widnes,EN,Lugsdale,EN,false,UKOS,352507,385551,-2.71516,53.36468,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000385,haladwaj,,,Frank Street,,Frank St,,Frank St,,Frank Street,,,,,,E,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,352523,386191,-2.71502,53.37044,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000386,haladwam,,,Frank Street,,Frank St,,Frank St,,Frank Street,,,,,,W,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,352541,386172,-2.71474,53.37027,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000387,haladwap,,,Warrington Road,,Warrington Rd,,Warrington Rd,,Warrington Road,,,,,,N,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,352668,386368,-2.71286,53.37204,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000388,haladwat,,,Warrington Road,,Warrington Rd,,Warrington Rd,,Warrington Road,,,,,,S,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,352667,386334,-2.71287,53.37173,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000395,haladwdp,,,Johnsons Lane,,Johnsons Lane,,Johnsons Lane,,Gorsey Lane,,,,,,N,E0037832,Moss Bank,Widnes,,Widnes,EN,Moss Bank,EN,false,UKOS,353181,386119,-2.70512,53.36985,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000411,haladwgj,,,Dickson Street,,Dickson St,,Dickson St,,South Street,,,,,,N,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,351714,385919,-2.72713,53.36792,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000396,haladwdt,,,Gorsey Lane,,Gorsey Lane,,Gorsey Lane,,Gorsey Lane,,,,,,N,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,353138,386425,-2.70581,53.37259,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000397,haladwdw,,,Gorsey Lane,,Gorsey Lane,,Gorsey Lane,,Gorsey Lane,,,,,,S,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,353152,386405,-2.7056,53.37242,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000398,halmjpdw,,,Chorleys Lane,,Barrows Green Lane,,Chorleys Lane,,Barrows Green Lane,,,,,,S,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,353131,387214,-2.70603,53.37969,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000399,halmpmtj,,,Chorleys Lane,,Barrows Green Lane,,Chorleys Lane,,Barrows Green Lane,,,,,,S,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,353108,386995,-2.70634,53.37772,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000383,haladwad,,,St Ambrose Road,,St Ambrose Rd,,St Ambrose Rd,,Frank Street,,,,,,E,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,352404,386216,-2.71681,53.37065,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000384,haladwag,,,St Ambrose Road,,St Ambrose Rd,,St Ambrose Rd,,Frank Street,,,,,,W,E0037860,Widnes,,,Widnes,EN,Widnes,EN,false,UKOS,352379,386200,-2.71718,53.3705,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000363,haladtpa,,,School Way,,School Way,,School Way,,Moorfield Road,,,,,,NW,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,352769,387414,-2.7115,53.38145,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
068000000364,haladtpd,,,School Way,,School Way,,School Way,,Moorfield Road,,,,,,SE,E0037809,Barrows Green,Widnes,,Widnes,EN,Barrows Green,EN,false,UKOS,352792,387390,-2.71115,53.38124,BCT,MKD,OTH,,,,021,1969-12-31T00:00:00,1969-12-31T23:00:00,0,new,active
